Community,LocationDay,FrequencyDay
C6,SMALL RETAIL STORE,203
C6,GROCERY FOOD STORE,190
C6,SIDEWALK,184
C6,RESTAURANT,123
C6,RESIDENCE PORCH/HALLWAY,113
C6,RESIDENCE-GARAGE,107
C6,PARKING LOT/GARAGE(NON.RESID.),99
C6,DRUG STORE,75
C6,DEPARTMENT STORE,67
C6,BAR OR TAVERN,55
C6,ALLEY,49
C6,HOSPITAL BUILDING/GROUNDS,44
C6,CTA TRAIN,42
C6,RESIDENTIAL YARD (FRONT/BACK),41
C6,VEHICLE NON-COMMERCIAL,41
C6,CONVENIENCE STORE,40
C6,ATM (AUTOMATIC TELLER MACHINE),37
C6,ATHLETIC CLUB,36
C6,COMMERCIAL / BUSINESS OFFICE,33
C6,BANK,30
C6,SPORTS ARENA/STADIUM,27
C6,"SCHOOL, PUBLIC, BUILDING",26
C6,CTA STATION,24
C6,GAS STATION,21
C6,PARK PROPERTY,20
C6,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,16
C6,TAVERN/LIQUOR STORE,15
C6,CTA PLATFORM,11
C6,CTA BUS,10
C6,TAXICAB,10
C6,MEDICAL/DENTAL OFFICE,10
C6,CONSTRUCTION SITE,9
C6,"SCHOOL, PRIVATE, BUILDING",9
C6,"SCHOOL, PUBLIC, GROUNDS",8
C6,DRIVEWAY - RESIDENTIAL,8
C6,NURSING HOME/RETIREMENT HOME,7
C6,CHA APARTMENT,5
C6,HOTEL/MOTEL,5
C6,POLICE FACILITY/VEH PARKING LOT,5
C6,LIBRARY,5
C6,BARBERSHOP,4
C6,GOVERNMENT BUILDING/PROPERTY,4
C6,CTA GARAGE / OTHER PROPERTY,4
C6,WAREHOUSE,3
C6,VEHICLE-COMMERCIAL,3
C6,LAKEFRONT/WATERFRONT/RIVERBANK,3
C6,PAWN SHOP,2
C6,VEHICLE - OTHER RIDE SERVICE,2
C6,DAY CARE CENTER,2
C6,CHA HALLWAY/STAIRWELL/ELEVATOR,2
C6,CHA PARKING LOT/GROUNDS,1
C6,SAVINGS AND LOAN,1
C6,CTA BUS STOP,1
C6,BOAT/WATERCRAFT,1
C60,STREET,232
C60,RESIDENCE,220
C60,APARTMENT,100
C60,SIDEWALK,49
C60,OTHER,45
C60,SMALL RETAIL STORE,30
C60,RESIDENCE-GARAGE,29
C60,RESIDENCE PORCH/HALLWAY,28
C60,PARKING LOT/GARAGE(NON.RESID.),28
C60,ALLEY,27
C60,RESTAURANT,20
C60,RESIDENTIAL YARD (FRONT/BACK),19
C60,VEHICLE NON-COMMERCIAL,15
C60,GAS STATION,13
C60,BANK,11
C60,CONSTRUCTION SITE,11
C60,GROCERY FOOD STORE,10
C60,POLICE FACILITY/VEH PARKING LOT,10
C60,DRUG STORE,8
C60,CTA TRAIN,8
C60,COMMERCIAL / BUSINESS OFFICE,7
C60,ATM (AUTOMATIC TELLER MACHINE),7
C60,WAREHOUSE,7
C60,"SCHOOL, PUBLIC, BUILDING",6
C60,PARK PROPERTY,6
C60,CONVENIENCE STORE,5
C60,CHA APARTMENT,4
C60,GOVERNMENT BUILDING/PROPERTY,3
C60,CTA STATION,3
C60,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,3
C60,CAR WASH,2
C60,CTA BUS STOP,2
C60,"SCHOOL, PUBLIC, GROUNDS",2
C60,CLEANING STORE,2
C60,BARBERSHOP,1
C60,VACANT LOT/LAND,1
C60,OTHER COMMERCIAL TRANSPORTATION,1
C60,MEDICAL/DENTAL OFFICE,1
C60,BRIDGE,1
C60,VEHICLE - DELIVERY TRUCK,1
C60,ATHLETIC CLUB,1
C60,FACTORY/MANUFACTURING BUILDING,1
C60,CTA PLATFORM,1
C60,"SCHOOL, PRIVATE, GROUNDS",1
C60,SAVINGS AND LOAN,1
C60,CURRENCY EXCHANGE,1
C60,ANIMAL HOSPITAL,1
C60,DRIVEWAY - RESIDENTIAL,1
C60,AUTO,1
C60,CHA PARKING LOT/GROUNDS,1
C60,CTA BUS,1
C60,HOTEL/MOTEL,1
C60,TAVERN/LIQUOR STORE,1
C60,DEPARTMENT STORE,1
C61,STREET,711
C61,RESIDENCE,586
C61,APARTMENT,390
C61,SIDEWALK,263
C61,PARKING LOT/GARAGE(NON.RESID.),140
C61,OTHER,130
C61,SMALL RETAIL STORE,112
C61,ALLEY,76
C61,RESIDENTIAL YARD (FRONT/BACK),74
C61,DEPARTMENT STORE,72
C61,VEHICLE NON-COMMERCIAL,60
C61,"SCHOOL, PUBLIC, BUILDING",59
C61,RESIDENCE PORCH/HALLWAY,54
C61,GROCERY FOOD STORE,49
C61,RESIDENCE-GARAGE,32
C61,GAS STATION,26
C61,"SCHOOL, PUBLIC, GROUNDS",24
C61,PARK PROPERTY,24
C61,CONVENIENCE STORE,24
C61,RESTAURANT,23
C61,DRUG STORE,21
C61,COMMERCIAL / BUSINESS OFFICE,15
C61,WAREHOUSE,13
C61,"SCHOOL, PRIVATE, BUILDING",10
C61,CAR WASH,9
C61,NURSING HOME/RETIREMENT HOME,9
C61,CTA BUS STOP,8
C61,CURRENCY EXCHANGE,8
C61,CTA BUS,8
C61,VACANT LOT/LAND,7
C61,BANK,6
C61,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6
C61,ATHLETIC CLUB,6
C61,HOTEL/MOTEL,6
C61,PAWN SHOP,6
C61,GOVERNMENT BUILDING/PROPERTY,6
C61,FACTORY/MANUFACTURING BUILDING,5
C61,DRIVEWAY - RESIDENTIAL,5
C61,TAVERN/LIQUOR STORE,5
C61,BAR OR TAVERN,5
C61,"SCHOOL, PRIVATE, GROUNDS",4
C61,ATM (AUTOMATIC TELLER MACHINE),4
C61,VEHICLE-COMMERCIAL,4
C61,OTHER COMMERCIAL TRANSPORTATION,4
C61,MEDICAL/DENTAL OFFICE,4
C61,SPORTS ARENA/STADIUM,4
C61,LIBRARY,3
C61,OTHER RAILROAD PROP / TRAIN DEPOT,3
C61,ABANDONED BUILDING,3
C61,CONSTRUCTION SITE,3
C61,HOSPITAL BUILDING/GROUNDS,2
C61,DAY CARE CENTER,2
C61,CTA TRAIN,2
C61,APPLIANCE STORE,2
C61,TAXICAB,2
C61,VEHICLE - OTHER RIDE SERVICE,1
C61,VEHICLE - DELIVERY TRUCK,1
C61,CHA APARTMENT,1
C61,BARBERSHOP,1
C61,POOL ROOM,1
C61,GARAGE,1
C61,HOUSE,1
C61,CTA STATION,1
C62,RESIDENCE,194
C62,STREET,118
C62,APARTMENT,44
C62,PARKING LOT/GARAGE(NON.RESID.),42
C62,OTHER,37
C62,GROCERY FOOD STORE,30
C62,RESIDENCE-GARAGE,28
C62,SIDEWALK,22
C62,CTA GARAGE / OTHER PROPERTY,20
C62,CTA STATION,19
C62,SMALL RETAIL STORE,19
C62,CTA TRAIN,13
C62,RESIDENTIAL YARD (FRONT/BACK),12
C62,VEHICLE NON-COMMERCIAL,10
C62,RESTAURANT,10
C62,ALLEY,9
C62,DEPARTMENT STORE,7
C62,"SCHOOL, PUBLIC, BUILDING",7
C62,RESIDENCE PORCH/HALLWAY,7
C62,CONVENIENCE STORE,5
C62,BANK,5
C62,PARK PROPERTY,4
C62,COMMERCIAL / BUSINESS OFFICE,3
C62,GAS STATION,3
C62,CTA BUS STOP,3
C62,ATHLETIC CLUB,3
C62,DRUG STORE,3
C62,CTA BUS,2
C62,CHA PARKING LOT/GROUNDS,2
C62,OTHER COMMERCIAL TRANSPORTATION,2
C62,MEDICAL/DENTAL OFFICE,2
C62,CURRENCY EXCHANGE,2
C62,ATM (AUTOMATIC TELLER MACHINE),1
C62,HOTEL/MOTEL,1
C62,BARBERSHOP,1
C62,AIRPORT PARKING LOT,1
C62,VEHICLE-COMMERCIAL,1
C62,PAWN SHOP,1
C62,BAR OR TAVERN,1
C62,VACANT LOT/LAND,1
C62,CTA PLATFORM,1
C62,HOSPITAL BUILDING/GROUNDS,1
C62,DRIVEWAY - RESIDENTIAL,1
C62,CREDIT UNION,1
C62,OTHER RAILROAD PROP / TRAIN DEPOT,1
C62,ABANDONED BUILDING,1
C63,RESIDENCE,366
C63,STREET,347
C63,APARTMENT,133
C63,SIDEWALK,115
C63,OTHER,78
C63,PARKING LOT/GARAGE(NON.RESID.),55
C63,SMALL RETAIL STORE,47
C63,RESIDENCE-GARAGE,43
C63,"SCHOOL, PUBLIC, BUILDING",37
C63,RESIDENTIAL YARD (FRONT/BACK),29
C63,ALLEY,25
C63,RESTAURANT,24
C63,VEHICLE NON-COMMERCIAL,23
C63,DEPARTMENT STORE,23
C63,PARK PROPERTY,23
C63,"SCHOOL, PUBLIC, GROUNDS",20
C63,RESIDENCE PORCH/HALLWAY,19
C63,CTA TRAIN,16
C63,CONVENIENCE STORE,14
C63,GROCERY FOOD STORE,12
C63,GAS STATION,11
C63,ATHLETIC CLUB,10
C63,CTA STATION,7
C63,CTA GARAGE / OTHER PROPERTY,7
C63,CTA BUS STOP,7
C63,"SCHOOL, PRIVATE, BUILDING",7
C63,CTA PLATFORM,6
C63,COMMERCIAL / BUSINESS OFFICE,5
C63,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4
C63,DAY CARE CENTER,4
C63,CTA BUS,4
C63,GOVERNMENT BUILDING/PROPERTY,3
C63,VACANT LOT/LAND,3
C63,CURRENCY EXCHANGE,3
C63,DRUG STORE,3
C63,WAREHOUSE,3
C63,NURSING HOME/RETIREMENT HOME,2
C63,BANK,2
C63,"SCHOOL, PRIVATE, GROUNDS",2
C63,DRIVEWAY - RESIDENTIAL,2
C63,BAR OR TAVERN,1
C63,VEHICLE-COMMERCIAL,1
C63,TAXICAB,1
C63,MEDICAL/DENTAL OFFICE,1
C63,LIBRARY,1
C63,CLEANING STORE,1
C63,OTHER RAILROAD PROP / TRAIN DEPOT,1
C63,AUTO,1
C63,TAVERN/LIQUOR STORE,1
C63,ATM (AUTOMATIC TELLER MACHINE),1
C63,CONSTRUCTION SITE,1
C64,RESIDENCE,185
C64,STREET,109
C64,OTHER,55
C64,APARTMENT,39
C64,PARKING LOT/GARAGE(NON.RESID.),27
C64,RESIDENCE-GARAGE,23
C64,RESIDENTIAL YARD (FRONT/BACK),23
C64,SIDEWALK,19
C64,VEHICLE NON-COMMERCIAL,15
C64,RESTAURANT,12
C64,ALLEY,11
C64,RESIDENCE PORCH/HALLWAY,10
C64,SMALL RETAIL STORE,8
C64,"SCHOOL, PUBLIC, BUILDING",6
C64,COMMERCIAL / BUSINESS OFFICE,5
C64,PARK PROPERTY,5
C64,CONVENIENCE STORE,3
C64,GAS STATION,3
C64,DRIVEWAY - RESIDENTIAL,2
C64,AIRPORT PARKING LOT,2
C64,DRUG STORE,1
C64,FACTORY/MANUFACTURING BUILDING,1
C64,OTHER RAILROAD PROP / TRAIN DEPOT,1
C64,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C64,HOTEL/MOTEL,1
C64,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,1
C64,CONSTRUCTION SITE,1
C64,"SCHOOL, PRIVATE, BUILDING",1
C64,BARBERSHOP,1
C64,BAR OR TAVERN,1
C64,GROCERY FOOD STORE,1
C64,VACANT LOT/LAND,1
C64,SPORTS ARENA/STADIUM,1
C64,MEDICAL/DENTAL OFFICE,1
C64,"SCHOOL, PUBLIC, GROUNDS",1
C64,CTA BUS STOP,1
C64,BANK,1
C65,RESIDENCE,302
C65,STREET,253
C65,DEPARTMENT STORE,104
C65,SMALL RETAIL STORE,83
C65,PARKING LOT/GARAGE(NON.RESID.),81
C65,OTHER,70
C65,SIDEWALK,65
C65,APARTMENT,56
C65,RESIDENCE-GARAGE,55
C65,"SCHOOL, PUBLIC, BUILDING",46
C65,RESIDENTIAL YARD (FRONT/BACK),33
C65,VEHICLE NON-COMMERCIAL,27
C65,ALLEY,25
C65,RESTAURANT,20
C65,RESIDENCE PORCH/HALLWAY,15
C65,"SCHOOL, PUBLIC, GROUNDS",11
C65,PARK PROPERTY,10
C65,DRUG STORE,10
C65,BANK,8
C65,CTA BUS,6
C65,GAS STATION,6
C65,COMMERCIAL / BUSINESS OFFICE,6
C65,GROCERY FOOD STORE,5
C65,CTA BUS STOP,5
C65,NURSING HOME/RETIREMENT HOME,4
C65,VEHICLE-COMMERCIAL,3
C65,DRIVEWAY - RESIDENTIAL,3
C65,COIN OPERATED MACHINE,3
C65,"SCHOOL, PRIVATE, BUILDING",2
C65,COLLEGE/UNIVERSITY GROUNDS,2
C65,CONVENIENCE STORE,2
C65,CURRENCY EXCHANGE,2
C65,HOTEL/MOTEL,1
C65,POOL ROOM,1
C65,BARBERSHOP,1
C65,APPLIANCE STORE,1
C65,AIRPORT PARKING LOT,1
C65,CTA STATION,1
C65,GOVERNMENT BUILDING/PROPERTY,1
C65,SPORTS ARENA/STADIUM,1
C65,MEDICAL/DENTAL OFFICE,1
C65,MOVIE HOUSE/THEATER,1
C65,LIBRARY,1
C65,ANIMAL HOSPITAL,1
C65,ATHLETIC CLUB,1
C65,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C65,DAY CARE CENTER,1
C65,HOSPITAL BUILDING/GROUNDS,1
C65,OTHER RAILROAD PROP / TRAIN DEPOT,1
C65,"SCHOOL, PRIVATE, GROUNDS",1
C65,ABANDONED BUILDING,1
C65,WAREHOUSE,1
C65,ATM (AUTOMATIC TELLER MACHINE),1
C66,RESIDENCE,962
C66,STREET,805
C66,APARTMENT,517
C66,SIDEWALK,327
C66,OTHER,186
C66,RESIDENCE-GARAGE,145
C66,ALLEY,93
C66,SMALL RETAIL STORE,93
C66,RESIDENTIAL YARD (FRONT/BACK),85
C66,VEHICLE NON-COMMERCIAL,72
C66,PARKING LOT/GARAGE(NON.RESID.),66
C66,RESIDENCE PORCH/HALLWAY,62
C66,"SCHOOL, PUBLIC, BUILDING",48
C66,RESTAURANT,44
C66,GAS STATION,40
C66,HOSPITAL BUILDING/GROUNDS,35
C66,CONVENIENCE STORE,29
C66,DRUG STORE,28
C66,"SCHOOL, PUBLIC, GROUNDS",27
C66,VACANT LOT/LAND,26
C66,GROCERY FOOD STORE,21
C66,PARK PROPERTY,21
C66,COMMERCIAL / BUSINESS OFFICE,17
C66,CTA BUS STOP,17
C66,DEPARTMENT STORE,17
C66,POLICE FACILITY/VEH PARKING LOT,14
C66,"SCHOOL, PRIVATE, BUILDING",13
C66,CTA BUS,12
C66,BANK,11
C66,CURRENCY EXCHANGE,11
C66,ABANDONED BUILDING,10
C66,NURSING HOME/RETIREMENT HOME,8
C66,DRIVEWAY - RESIDENTIAL,6
C66,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5
C66,CLEANING STORE,5
C66,TAVERN/LIQUOR STORE,5
C66,BARBERSHOP,5
C66,VEHICLE-COMMERCIAL,5
C66,APPLIANCE STORE,4
C66,FACTORY/MANUFACTURING BUILDING,3
C66,"SCHOOL, PRIVATE, GROUNDS",3
C66,DAY CARE CENTER,3
C66,OTHER RAILROAD PROP / TRAIN DEPOT,3
C66,AUTO,3
C66,PAWN SHOP,3
C66,SPORTS ARENA/STADIUM,2
C66,MEDICAL/DENTAL OFFICE,2
C66,ANIMAL HOSPITAL,2
C66,ATM (AUTOMATIC TELLER MACHINE),2
C66,GOVERNMENT BUILDING/PROPERTY,1
C66,CAR WASH,1
C66,ATHLETIC CLUB,1
C66,LIBRARY,1
C66,VEHICLE - OTHER RIDE SERVICE,1
C66,VEHICLE - DELIVERY TRUCK,1
C66,CONSTRUCTION SITE,1
C66,AUTO / BOAT / RV DEALERSHIP,1
C66,BAR OR TAVERN,1
C66,TAXICAB,1
C67,RESIDENCE,1428
C67,STREET,1044
C67,SIDEWALK,470
C67,APARTMENT,404
C67,RESIDENTIAL YARD (FRONT/BACK),139
C67,ALLEY,118
C67,GAS STATION,101
C67,RESIDENCE PORCH/HALLWAY,99
C67,VEHICLE NON-COMMERCIAL,97
C67,OTHER,96
C67,PARKING LOT/GARAGE(NON.RESID.),77
C67,SMALL RETAIL STORE,72
C67,VACANT LOT/LAND,61
C67,"SCHOOL, PUBLIC, BUILDING",55
C67,GROCERY FOOD STORE,50
C67,CONVENIENCE STORE,38
C67,CTA BUS,33
C67,RESIDENCE-GARAGE,31
C67,POLICE FACILITY/VEH PARKING LOT,30
C67,RESTAURANT,27
C67,ABANDONED BUILDING,25
C67,PARK PROPERTY,24
C67,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,22
C67,"SCHOOL, PUBLIC, GROUNDS",20
C67,CTA STATION,18
C67,GOVERNMENT BUILDING/PROPERTY,17
C67,DEPARTMENT STORE,15
C67,CURRENCY EXCHANGE,13
C67,CTA BUS STOP,13
C67,TAVERN/LIQUOR STORE,11
C67,CTA TRAIN,11
C67,BANK,9
C67,CTA PLATFORM,7
C67,CTA GARAGE / OTHER PROPERTY,6
C67,DAY CARE CENTER,5
C67,ATM (AUTOMATIC TELLER MACHINE),5
C67,CONSTRUCTION SITE,5
C67,"SCHOOL, PRIVATE, BUILDING",5
C67,BARBERSHOP,5
C67,DRIVEWAY - RESIDENTIAL,4
C67,HOTEL/MOTEL,4
C67,SPORTS ARENA/STADIUM,4
C67,COMMERCIAL / BUSINESS OFFICE,4
C67,"SCHOOL, PRIVATE, GROUNDS",3
C67,WAREHOUSE,3
C67,APPLIANCE STORE,3
C67,ANIMAL HOSPITAL,2
C67,JAIL / LOCK-UP FACILITY,2
C67,NURSING HOME/RETIREMENT HOME,2
C67,TAXICAB,2
C67,VEHICLE-COMMERCIAL,2
C67,MEDICAL/DENTAL OFFICE,2
C67,PORCH,2
C67,HOSPITAL BUILDING/GROUNDS,2
C67,VEHICLE - OTHER RIDE SERVICE,2
C67,SCHOOL YARD,1
C67,DRUG STORE,1
C67,COIN OPERATED MACHINE,1
C67,CLEANING STORE,1
C67,YARD,1
C67,AUTO,1
C67,HIGHWAY/EXPRESSWAY,1
C67,OTHER COMMERCIAL TRANSPORTATION,1
C67,BRIDGE,1
C67,CAR WASH,1
C67,LIBRARY,1
C68,RESIDENCE,889
C68,STREET,819
C68,APARTMENT,637
C68,SIDEWALK,363
C68,OTHER,109
C68,"SCHOOL, PUBLIC, BUILDING",102
C68,GAS STATION,96
C68,RESIDENTIAL YARD (FRONT/BACK),93
C68,ALLEY,88
C68,RESIDENCE PORCH/HALLWAY,83
C68,VEHICLE NON-COMMERCIAL,72
C68,PARKING LOT/GARAGE(NON.RESID.),69
C68,SMALL RETAIL STORE,47
C68,HOSPITAL BUILDING/GROUNDS,46
C68,VACANT LOT/LAND,45
C68,RESTAURANT,37
C68,CONVENIENCE STORE,33
C68,"SCHOOL, PUBLIC, GROUNDS",33
C68,GROCERY FOOD STORE,31
C68,CTA BUS,30
C68,"SCHOOL, PRIVATE, BUILDING",18
C68,RESIDENCE-GARAGE,18
C68,PARK PROPERTY,17
C68,CTA STATION,17
C68,ABANDONED BUILDING,15
C68,CTA TRAIN,15
C68,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,13
C68,DEPARTMENT STORE,11
C68,MEDICAL/DENTAL OFFICE,11
C68,CTA BUS STOP,10
C68,DRUG STORE,10
C68,CHA APARTMENT,10
C68,CTA PLATFORM,8
C68,COMMERCIAL / BUSINESS OFFICE,7
C68,CURRENCY EXCHANGE,6
C68,DAY CARE CENTER,6
C68,NURSING HOME/RETIREMENT HOME,5
C68,BANK,5
C68,DRIVEWAY - RESIDENTIAL,5
C68,TAVERN/LIQUOR STORE,5
C68,BARBERSHOP,4
C68,CONSTRUCTION SITE,4
C68,COLLEGE/UNIVERSITY GROUNDS,4
C68,LIBRARY,4
C68,CHA PARKING LOT/GROUNDS,4
C68,VEHICLE-COMMERCIAL,3
C68,TAXICAB,3
C68,CHA HALLWAY/STAIRWELL/ELEVATOR,3
C68,ATM (AUTOMATIC TELLER MACHINE),3
C68,GOVERNMENT BUILDING/PROPERTY,2
C68,BAR OR TAVERN,2
C68,AUTO,2
C68,"SCHOOL, PRIVATE, GROUNDS",2
C68,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,1
C68,AIRCRAFT,1
C68,POLICE FACILITY/VEH PARKING LOT,1
C68,DRIVEWAY,1
C68,CAR WASH,1
C68,CEMETARY,1
C68,PORCH,1
C68,SPORTS ARENA/STADIUM,1
C68,FEDERAL BUILDING,1
C68,OTHER RAILROAD PROP / TRAIN DEPOT,1
C68,HOTEL/MOTEL,1
C68,GAS STATION DRIVE/PROP.,1
C69,STREET,920
C69,APARTMENT,821
C69,RESIDENCE,789
C69,SIDEWALK,363
C69,GAS STATION,156
C69,OTHER,114
C69,RESIDENTIAL YARD (FRONT/BACK),88
C69,"SCHOOL, PUBLIC, BUILDING",85
C69,PARKING LOT/GARAGE(NON.RESID.),85
C69,VEHICLE NON-COMMERCIAL,81
C69,RESIDENCE PORCH/HALLWAY,80
C69,ALLEY,77
C69,SMALL RETAIL STORE,75
C69,RESTAURANT,42
C69,"SCHOOL, PUBLIC, GROUNDS",32
C69,CTA BUS,29
C69,GROCERY FOOD STORE,29
C69,CONVENIENCE STORE,28
C69,RESIDENCE-GARAGE,27
C69,DEPARTMENT STORE,23
C69,VACANT LOT/LAND,23
C69,CTA BUS STOP,21
C69,CAR WASH,21
C69,CURRENCY EXCHANGE,19
C69,NURSING HOME/RETIREMENT HOME,17
C69,DRUG STORE,17
C69,CTA STATION,17
C69,COMMERCIAL / BUSINESS OFFICE,15
C69,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,14
C69,HOTEL/MOTEL,14
C69,CTA TRAIN,13
C69,PARK PROPERTY,12
C69,CTA PLATFORM,11
C69,DAY CARE CENTER,10
C69,BARBERSHOP,10
C69,ABANDONED BUILDING,9
C69,"SCHOOL, PRIVATE, BUILDING",9
C69,CTA GARAGE / OTHER PROPERTY,7
C69,CONSTRUCTION SITE,6
C69,CHA PARKING LOT/GROUNDS,6
C69,TAVERN/LIQUOR STORE,5
C69,BAR OR TAVERN,5
C69,CHA APARTMENT,4
C69,"SCHOOL, PRIVATE, GROUNDS",4
C69,DRIVEWAY - RESIDENTIAL,4
C69,TAXICAB,4
C69,CHA HALLWAY/STAIRWELL/ELEVATOR,3
C69,HIGHWAY/EXPRESSWAY,3
C69,VEHICLE-COMMERCIAL,3
C69,GOVERNMENT BUILDING/PROPERTY,3
C69,CLEANING STORE,2
C69,OTHER RAILROAD PROP / TRAIN DEPOT,2
C69,WAREHOUSE,2
C69,POOL ROOM,2
C69,CEMETARY,2
C69,HOUSE,1
C69,MEDICAL/DENTAL OFFICE,1
C69,FACTORY/MANUFACTURING BUILDING,1
C69,LIBRARY,1
C69,VEHICLE - OTHER RIDE SERVICE,1
C69,HOSPITAL BUILDING/GROUNDS,1
C69,HALLWAY,1
C69,YARD,1
C69,CHA HALLWAY,1
C69,ATM (AUTOMATIC TELLER MACHINE),1
C69,STAIRWELL,1
C69,APPLIANCE STORE,1
C69,PARKING LOT,1
C69,SPORTS ARENA/STADIUM,1
C69,OTHER COMMERCIAL TRANSPORTATION,1
C7,STREET,895
C7,RESIDENCE,261
C7,OTHER,221
C7,SMALL RETAIL STORE,219
C7,APARTMENT,198
C7,PARKING LOT/GARAGE(NON.RESID.),167
C7,RESTAURANT,121
C7,DEPARTMENT STORE,111
C7,SIDEWALK,99
C7,RESIDENCE PORCH/HALLWAY,97
C7,PARK PROPERTY,83
C7,RESIDENCE-GARAGE,73
C7,VEHICLE NON-COMMERCIAL,55
C7,RESIDENTIAL YARD (FRONT/BACK),51
C7,ATHLETIC CLUB,43
C7,"SCHOOL, PUBLIC, BUILDING",34
C7,DRUG STORE,33
C7,GROCERY FOOD STORE,31
C7,ALLEY,31
C7,BANK,30
C7,CTA TRAIN,29
C7,COMMERCIAL / BUSINESS OFFICE,28
C7,CONVENIENCE STORE,22
C7,NURSING HOME/RETIREMENT HOME,19
C7,ATM (AUTOMATIC TELLER MACHINE),19
C7,BAR OR TAVERN,14
C7,CTA STATION,14
C7,HOTEL/MOTEL,13
C7,COLLEGE/UNIVERSITY GROUNDS,13
C7,CHA APARTMENT,13
C7,"SCHOOL, PUBLIC, GROUNDS",12
C7,LAKEFRONT/WATERFRONT/RIVERBANK,11
C7,GAS STATION,11
C7,"SCHOOL, PRIVATE, BUILDING",11
C7,CTA PLATFORM,10
C7,CTA BUS,10
C7,CONSTRUCTION SITE,10
C7,TAVERN/LIQUOR STORE,9
C7,DRIVEWAY - RESIDENTIAL,7
C7,VEHICLE-COMMERCIAL,6
C7,MOVIE HOUSE/THEATER,6
C7,"SCHOOL, PRIVATE, GROUNDS",6
C7,CHA HALLWAY/STAIRWELL/ELEVATOR,6
C7,BARBERSHOP,5
C7,MEDICAL/DENTAL OFFICE,5
C7,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5
C7,CHA PARKING LOT/GROUNDS,5
C7,ANIMAL HOSPITAL,4
C7,CTA BUS STOP,3
C7,CLEANING STORE,3
C7,CAR WASH,2
C7,FACTORY/MANUFACTURING BUILDING,2
C7,HOSPITAL BUILDING/GROUNDS,2
C7,ABANDONED BUILDING,2
C7,APPLIANCE STORE,1
C7,OTHER COMMERCIAL TRANSPORTATION,1
C7,TAXICAB,1
C7,GOVERNMENT BUILDING/PROPERTY,1
C7,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",1
C7,BOAT/WATERCRAFT,1
C7,LIBRARY,1
C7,VEHICLE - OTHER RIDE SERVICE,1
C7,DAY CARE CENTER,1
C7,VEHICLE - DELIVERY TRUCK,1
C7,WAREHOUSE,1
C70,RESIDENCE,544
C70,STREET,344
C70,OTHER,121
C70,"SCHOOL, PUBLIC, BUILDING",84
C70,PARKING LOT/GARAGE(NON.RESID.),64
C70,SIDEWALK,63
C70,RESIDENCE-GARAGE,61
C70,SMALL RETAIL STORE,50
C70,RESIDENTIAL YARD (FRONT/BACK),41
C70,NURSING HOME/RETIREMENT HOME,39
C70,DRIVEWAY - RESIDENTIAL,37
C70,APARTMENT,36
C70,RESIDENCE PORCH/HALLWAY,34
C70,RESTAURANT,26
C70,GAS STATION,20
C70,ALLEY,19
C70,VEHICLE NON-COMMERCIAL,19
C70,DEPARTMENT STORE,16
C70,"SCHOOL, PUBLIC, GROUNDS",12
C70,BANK,11
C70,PARK PROPERTY,11
C70,CONVENIENCE STORE,10
C70,GROCERY FOOD STORE,9
C70,COMMERCIAL / BUSINESS OFFICE,8
C70,WAREHOUSE,8
C70,MEDICAL/DENTAL OFFICE,7
C70,CTA BUS STOP,7
C70,HOTEL/MOTEL,7
C70,CTA BUS,6
C70,"SCHOOL, PRIVATE, BUILDING",6
C70,CURRENCY EXCHANGE,5
C70,DRUG STORE,5
C70,"SCHOOL, PRIVATE, GROUNDS",4
C70,LIBRARY,3
C70,DAY CARE CENTER,3
C70,VEHICLE-COMMERCIAL,3
C70,VEHICLE - OTHER RIDE SERVICE,2
C70,OTHER RAILROAD PROP / TRAIN DEPOT,2
C70,AUTO,2
C70,ABANDONED BUILDING,2
C70,BARBERSHOP,2
C70,OTHER COMMERCIAL TRANSPORTATION,2
C70,CTA STATION,2
C70,VACANT LOT/LAND,2
C70,BOWLING ALLEY,1
C70,FOREST PRESERVE,1
C70,FACTORY/MANUFACTURING BUILDING,1
C70,FEDERAL BUILDING,1
C70,HOSPITAL BUILDING/GROUNDS,1
C70,CLEANING STORE,1
C70,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
C70,ATM (AUTOMATIC TELLER MACHINE),1
C70,COLLEGE/UNIVERSITY GROUNDS,1
C70,TAXICAB,1
C70,SPORTS ARENA/STADIUM,1
C70,GOVERNMENT BUILDING/PROPERTY,1
C70,CAR WASH,1
C71,RESIDENCE,1222
C71,STREET,1066
C71,APARTMENT,818
C71,SIDEWALK,421
C71,GAS STATION,161
C71,OTHER,140
