Community,Location,Frequency,Period
C74,MEDICAL/DENTAL OFFICE,1,Day
C10,RESIDENCE,252,Day
C51,WAREHOUSE,2,Day
C63,RESIDENTIAL YARD (FRONT/BACK),29,Day
C45,HOTEL/MOTEL,11,Day
C26,VEHICLE NON-COMMERCIAL,81,Day
C32,CHA HALLWAY/STAIRWELL/ELEVATOR,2,Day
C35,RESIDENCE PORCH/HALLWAY,25,Day
C64,RESIDENCE,185,Day
C22,GROCERY FOOD STORE,45,Day
C26,OTHER,103,Day
C62,GROCERY FOOD STORE,30,Day
C31,LIBRARY,1,Day
C76,GROCERY FOOD STORE,3,Day
C31,BARBERSHOP,3,Day
C34,SPORTS ARENA/STADIUM,8,Day
C60,CTA BUS,1,Day
C18,VACANT LOT/LAND,2,Day
C33,CONVENIENCE STORE,4,Day
C55,DRUG STORE,3,Day
C56,AIRCRAFT,12,Day
C12,APARTMENT,11,Day
C44,MOVIE HOUSE/THEATER,7,Day
C73,CONVENIENCE STORE,13,Day
C51,SMALL RETAIL STORE,47,Day
C56,CTA GARAGE / OTHER PROPERTY,3,Day
C12,PARK PROPERTY,1,Day
C15,DRUG STORE,6,Day
C34,BANK,3,Day
C70,STREET,344,Day
C63,TAVERN/LIQUOR STORE,1,Day
C6,RESIDENCE,440,Day
C59,STREET,149,Day
C43,CREDIT UNION,1,Day
C50,GOVERNMENT BUILDING/PROPERTY,18,Day
C68,CTA PLATFORM,8,Day
C23,COMMERCIAL / BUSINESS OFFICE,24,Day
C17,GAS STATION,3,Day
C70,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C4,ATM (AUTOMATIC TELLER MACHINE),10,Day
C41,PARKING LOT/GARAGE(NON.RESID.),29,Day
C42,HOSPITAL BUILDING/GROUNDS,7,Day
C76,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,156,Day
C69,CTA BUS,29,Day
C2,CTA BUS,4,Day
C39,CTA BUS STOP,1,Day
C41,SIDEWALK,59,Day
C23,YARD,1,Day
C53,CONSTRUCTION SITE,1,Day
C25,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,23,Day
C36,RESIDENCE-GARAGE,9,Day
C1,PAWN SHOP,2,Day
C75,RESIDENCE PORCH/HALLWAY,24,Day
C27,CONSTRUCTION SITE,4,Day
C37,GAS STATION,53,Day
C49,POLICE FACILITY/VEH PARKING LOT,1,Day
C77,ATHLETIC CLUB,5,Day
C32,TAXICAB,27,Day
C8,CHA APARTMENT,20,Day
C14,VEHICLE - DELIVERY TRUCK,1,Day
C58,"SCHOOL, PUBLIC, BUILDING",32,Day
C35,PARKING LOT/GARAGE(NON.RESID.),104,Day
C62,OTHER RAILROAD PROP / TRAIN DEPOT,1,Day
C22,ATM (AUTOMATIC TELLER MACHINE),4,Day
C56,"SCHOOL, PRIVATE, BUILDING",4,Day
C53,FACTORY/MANUFACTURING BUILDING,1,Day
C71,LIBRARY,5,Day
C62,ALLEY,9,Day
C73,POOL ROOM,2,Day
C20,CTA BUS,1,Day
C44,HIGHWAY/EXPRESSWAY,3,Day
C45,"SCHOOL, PUBLIC, GROUNDS",10,Day
C31,WAREHOUSE,15,Day
C70,CTA BUS STOP,7,Day
C13,FACTORY/MANUFACTURING BUILDING,1,Day
C15,RESIDENCE PORCH/HALLWAY,54,Day
C11,DRIVEWAY - RESIDENTIAL,1,Day
C71,VEHICLE - OTHER RIDE SERVICE,1,Day
C40,ABANDONED BUILDING,1,Day
C3,LAKEFRONT/WATERFRONT/RIVERBANK,15,Day
C7,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5,Day
C8,VEHICLE NON-COMMERCIAL,66,Day
C30,STREET,828,Day
C3,PARKING LOT/GARAGE(NON.RESID.),96,Day
C65,AIRPORT PARKING LOT,1,Day
C28,CAR WASH,1,Day
C26,PARK PROPERTY,11,Day
C42,ATM (AUTOMATIC TELLER MACHINE),2,Day
C77,TAVERN/LIQUOR STORE,1,Day
C28,CTA PLATFORM,23,Day
C56,GROCERY FOOD STORE,24,Day
C4,OTHER RAILROAD PROP / TRAIN DEPOT,4,Day
C8,DAY CARE CENTER,9,Day
C71,SMALL RETAIL STORE,140,Day
C40,CTA BUS,12,Day
C2,SPORTS ARENA/STADIUM,2,Day
C10,CTA BUS STOP,1,Day
C29,CTA BUS,22,Day
C35,DRUG STORE,12,Day
C43,ATHLETIC CLUB,2,Day
C53,CONVENIENCE STORE,13,Day
C27,CTA TRACKS - RIGHT OF WAY,1,Day
C74,ABANDONED BUILDING,1,Day
C17,HOSPITAL BUILDING/GROUNDS,6,Day
C60,POLICE FACILITY/VEH PARKING LOT,10,Day
C63,VEHICLE-COMMERCIAL,1,Day
C14,BANK,7,Day
C43,COMMERCIAL / BUSINESS OFFICE,18,Day
C61,GARAGE,1,Day
C39,STREET,251,Day
C58,VACANT LOT/LAND,1,Day
C55,SIDEWALK,18,Day
C28,PAWN SHOP,1,Day
C68,BANK,5,Day
C21,PARKING LOT/GARAGE(NON.RESID.),68,Day
C19,GOVERNMENT BUILDING/PROPERTY,11,Day
C42,ALLEY,50,Day
C67,CONSTRUCTION SITE,5,Day
C50,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,Day
C61,RESIDENCE-GARAGE,32,Day
C66,VEHICLE NON-COMMERCIAL,72,Day
C39,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5,Day
C61,PARKING LOT/GARAGE(NON.RESID.),140,Day
C59,GOVERNMENT BUILDING/PROPERTY,2,Day
C19,CTA BUS STOP,6,Day
C33,BAR OR TAVERN,7,Day
C75,PARKING LOT/GARAGE(NON.RESID.),61,Day
C20,SPORTS ARENA/STADIUM,1,Day
C66,DAY CARE CENTER,3,Day
C8,OTHER,621,Day
C16,CTA TRAIN,15,Day
C7,BARBERSHOP,5,Day
C18,"SCHOOL, PUBLIC, BUILDING",3,Day
C74,SPORTS ARENA/STADIUM,1,Day
C71,WAREHOUSE,6,Day
C22,OTHER RAILROAD PROP / TRAIN DEPOT,3,Day
C16,RESIDENCE-GARAGE,65,Day
C26,DAY CARE CENTER,1,Day
C51,DRIVEWAY - RESIDENTIAL,17,Day
C59,GROCERY FOOD STORE,47,Day
C12,VACANT LOT/LAND,1,Day
C43,CTA BUS,23,Day
C57,SPORTS ARENA/STADIUM,1,Day
C51,TAVERN/LIQUOR STORE,1,Day
C22,PAWN SHOP,4,Day
C56,CONVENIENCE STORE,4,Day
C68,BARBERSHOP,4,Day
C21,CONSTRUCTION SITE,2,Day
C14,VEHICLE - OTHER RIDE SERVICE,1,Day
C67,COIN OPERATED MACHINE,1,Day
C34,SMALL RETAIL STORE,20,Day
C49,APARTMENT,262,Day
C35,RESTAURANT,29,Day
C29,OTHER,196,Day
C20,DAY CARE CENTER,3,Day
C37,ABANDONED BUILDING,1,Day
C49,PARK PROPERTY,26,Day
C53,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7,Day
C64,RESIDENCE-GARAGE,23,Day
C35,OTHER COMMERCIAL TRANSPORTATION,1,Day
C34,CHA APARTMENT,26,Day
C46,COMMERCIAL / BUSINESS OFFICE,7,Day
C44,CHA PARKING LOT/GROUNDS,1,Day
C65,GAS STATION,6,Day
C48,DEPARTMENT STORE,2,Day
C5,DRUG STORE,5,Day
C3,RESTAURANT,85,Day
C2,APARTMENT,450,Day
C32,"SCHOOL, PUBLIC, BUILDING",28,Day
C75,TAXICAB,2,Day
C40,DAY CARE CENTER,2,Day
C30,"SCHOOL, PRIVATE, BUILDING",9,Day
C29,DAY CARE CENTER,3,Day
C15,NURSING HOME/RETIREMENT HOME,2,Day
C19,"SCHOOL, PRIVATE, BUILDING",4,Day
C20,VEHICLE NON-COMMERCIAL,28,Day
C2,PARK PROPERTY,24,Day
C7,ATM (AUTOMATIC TELLER MACHINE),19,Day
C29,NURSING HOME/RETIREMENT HOME,4,Day
C34,VEHICLE NON-COMMERCIAL,9,Day
C27,GOVERNMENT BUILDING/PROPERTY,20,Day
C17,POLICE FACILITY/VEH PARKING LOT,1,Day
C69,NURSING HOME/RETIREMENT HOME,17,Day
C60,OTHER,45,Day
C5,CTA BUS,3,Day
C18,PARKING LOT/GARAGE(NON.RESID.),20,Day
C69,TAXICAB,4,Day
C7,GAS STATION,11,Day
C30,GROCERY FOOD STORE,21,Day
C56,CAR WASH,1,Day
C70,GROCERY FOOD STORE,9,Day
C28,"SCHOOL, PUBLIC, GROUNDS",24,Day
C21,SAVINGS AND LOAN,1,Day
C14,WAREHOUSE,2,Day
C21,RESTAURANT,22,Day
C63,DRUG STORE,3,Day
C39,"SCHOOL, PRIVATE, BUILDING",1,Day
C20,APARTMENT,124,Day
C75,SAVINGS AND LOAN,1,Day
C19,GROCERY FOOD STORE,47,Day
C35,CHA HALLWAY/STAIRWELL/ELEVATOR,37,Day
C31,GAS STATION,13,Day
C60,APARTMENT,100,Day
C67,RESIDENCE,1428,Day
C27,HIGHWAY/EXPRESSWAY,2,Day
C22,CAR WASH,1,Day
C7,ALLEY,31,Day
C8,BRIDGE,2,Day
C48,DRIVEWAY - RESIDENTIAL,5,Day
C20,PARK PROPERTY,4,Day
C23,DRUG STORE,26,Day
C71,TAVERN/LIQUOR STORE,12,Day
C25,ATM (AUTOMATIC TELLER MACHINE),13,Day
C22,CTA PLATFORM,12,Day
C2,OTHER,155,Day
C20,CHA APARTMENT,1,Day
C60,PARK PROPERTY,6,Day
C67,STREET,1044,Day
C51,GAS STATION,23,Day
C65,ATM (AUTOMATIC TELLER MACHINE),1,Day
C3,CTA TRACKS - RIGHT OF WAY,1,Day
C3,FACTORY/MANUFACTURING BUILDING,1,Day
C75,OTHER COMMERCIAL TRANSPORTATION,2,Day
C37,SPORTS ARENA/STADIUM,1,Day
C13,STREET,154,Day
C63,CTA BUS,4,Day
C76,CTA STATION,6,Day
C8,FEDERAL BUILDING,1,Day
C77,CTA BUS,8,Day
C14,SMALL RETAIL STORE,38,Day
C21,CURRENCY EXCHANGE,4,Day
C41,CONSTRUCTION SITE,2,Day
C46,VEHICLE-COMMERCIAL,1,Day
C54,SMALL RETAIL STORE,1,Day
C59,CTA GARAGE / OTHER PROPERTY,4,Day
C15,RESTAURANT,29,Day
C35,TAXICAB,5,Day
C69,APARTMENT,821,Day
C68,DRIVEWAY - RESIDENTIAL,5,Day
C44,CTA TRAIN,16,Day
C62,BANK,5,Day
C17,ABANDONED BUILDING,1,Day
C9,RESIDENCE,57,Day
C69,OTHER COMMERCIAL TRANSPORTATION,1,Day
C61,CONSTRUCTION SITE,3,Day
C60,VEHICLE NON-COMMERCIAL,15,Day
C33,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,4,Day
C44,RESIDENCE-GARAGE,61,Day
C26,COMMERCIAL / BUSINESS OFFICE,7,Day
C65,ALLEY,25,Day
C73,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,8,Day
C24,CHA PARKING LOT/GROUNDS,9,Day
C45,GAS STATION,21,Day
C69,HALLWAY,1,Day
C16,BAR OR TAVERN,6,Day
C58,PARKING LOT/GARAGE(NON.RESID.),40,Day
C68,DEPARTMENT STORE,11,Day
C56,BAR OR TAVERN,1,Day
C70,OTHER RAILROAD PROP / TRAIN DEPOT,2,Day
C77,COLLEGE/UNIVERSITY RESIDENCE HALL,1,Day
C64,"SCHOOL, PRIVATE, BUILDING",1,Day
C61,FACTORY/MANUFACTURING BUILDING,5,Day
C12,"SCHOOL, PUBLIC, BUILDING",2,Day
C75,"SCHOOL, PRIVATE, GROUNDS",1,Day
C6,LAKEFRONT/WATERFRONT/RIVERBANK,3,Day
C10,"SCHOOL, PRIVATE, BUILDING",1,Day
C52,VACANT LOT/LAND,1,Day
C7,HOSPITAL BUILDING/GROUNDS,2,Day
C53,"SCHOOL, PUBLIC, GROUNDS",9,Day
C4,BANK,8,Day
C59,OTHER RAILROAD PROP / TRAIN DEPOT,2,Day
C27,RESIDENCE,372,Day
C2,VEHICLE NON-COMMERCIAL,33,Day
C77,MEDICAL/DENTAL OFFICE,2,Day
C46,PORCH,1,Day
C9,GOVERNMENT BUILDING/PROPERTY,1,Day
C62,CTA PLATFORM,1,Day
C26,RESIDENTIAL YARD (FRONT/BACK),89,Day
C34,DRIVEWAY - RESIDENTIAL,2,Day
C39,GROCERY FOOD STORE,11,Day
C8,VEHICLE-COMMERCIAL,13,Day
C72,VACANT LOT/LAND,1,Day
C6,CTA TRAIN,42,Day
C73,CTA BUS STOP,6,Day
C31,TAVERN/LIQUOR STORE,1,Day
C43,DRUG STORE,22,Day
C74,OTHER,9,Day
C11,GAS STATION,2,Day
C46,VACANT LOT/LAND,16,Day
C40,APARTMENT,468,Day
C47,RESIDENCE,82,Day
C25,HOSPITAL BUILDING/GROUNDS,39,Day
C29,APARTMENT,936,Day
C22,BANK,14,Day
C33,CTA BUS STOP,4,Day
C47,STREET,53,Day
C66,VACANT LOT/LAND,26,Day
C29,PARK PROPERTY,88,Day
C40,CHA APARTMENT,7,Day
C13,GOVERNMENT BUILDING/PROPERTY,2,Day
C4,CTA PLATFORM,1,Day
C55,OTHER COMMERCIAL TRANSPORTATION,1,Day
C66,COMMERCIAL / BUSINESS OFFICE,17,Day
C74,VEHICLE NON-COMMERCIAL,7,Day
C16,CONVENIENCE STORE,21,Day
C67,GOVERNMENT BUILDING/PROPERTY,17,Day
C58,CLEANING STORE,1,Day
C10,CTA TRAIN,6,Day
C1,BARBERSHOP,3,Day
C41,CURRENCY EXCHANGE,2,Day
C15,TAXICAB,2,Day
C66,VEHICLE-COMMERCIAL,5,Day
C24,CTA TRAIN,48,Day
C58,SIDEWALK,100,Day
C54,WAREHOUSE,1,Day
C61,CURRENCY EXCHANGE,8,Day
C40,VEHICLE NON-COMMERCIAL,29,Day
C24,RESIDENCE-GARAGE,179,Day
C30,OTHER RAILROAD PROP / TRAIN DEPOT,2,Day
C38,RESIDENCE PORCH/HALLWAY,68,Day
C45,ALLEY,9,Day
C25,GAS STATION,171,Day
C33,HOTEL/MOTEL,18,Day
C14,VEHICLE NON-COMMERCIAL,45,Day
C35,"SCHOOL, PRIVATE, GROUNDS",4,Day
C18,SIDEWALK,12,Day
C40,OTHER,48,Day
C8,COMMERCIAL / BUSINESS OFFICE,160,Day
C66,RESIDENTIAL YARD (FRONT/BACK),85,Day
C61,POOL ROOM,1,Day
C32,VACANT LOT/LAND,1,Day
C77,SPORTS ARENA/STADIUM,3,Day
C58,RESIDENCE PORCH/HALLWAY,13,Day
C9,STREET,29,Day
C34,VEHICLE - OTHER RIDE SERVICE,1,Day
C54,DRIVEWAY - RESIDENTIAL,2,Day
C3,CURRENCY EXCHANGE,5,Day
C23,CTA BUS,21,Day
C65,HOSPITAL BUILDING/GROUNDS,1,Day
C55,RESTAURANT,2,Day
C32,JAIL / LOCK-UP FACILITY,1,Day
C49,OTHER,114,Day
C62,PAWN SHOP,1,Day
C16,CAR WASH,7,Day
C14,DRIVEWAY - RESIDENTIAL,2,Day
C69,PARK PROPERTY,12,Day
C8,RESIDENTIAL YARD (FRONT/BACK),39,Day
C75,RESTAURANT,21,Day
C1,"SCHOOL, PUBLIC, GROUNDS",6,Day
C53,COIN OPERATED MACHINE,1,Day
C54,CHA APARTMENT,126,Day
C53,CTA BUS STOP,5,Day
C3,POOL ROOM,1,Day
C28,BARBERSHOP,5,Day
C67,CTA BUS STOP,13,Day
C31,ATHLETIC CLUB,10,Day
C74,SMALL RETAIL STORE,14,Day
C14,DEPARTMENT STORE,6,Day
C16,CTA STATION,6,Day
C52,"SCHOOL, PUBLIC, BUILDING",54,Day
C27,STREET,736,Day
C28,DEPARTMENT STORE,190,Day
C42,BANK,13,Day
C77,ABANDONED BUILDING,2,Day
C50,"SCHOOL, PRIVATE, BUILDING",7,Day
C35,NURSING HOME/RETIREMENT HOME,20,Day
C49,DAY CARE CENTER,8,Day
C8,NEWSSTAND,1,Day
C13,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C49,NURSING HOME/RETIREMENT HOME,3,Day
C73,HOTEL/MOTEL,11,Day
C72,"SCHOOL, PUBLIC, BUILDING",9,Day
C54,VEHICLE NON-COMMERCIAL,8,Day
C37,POLICE FACILITY/VEH PARKING LOT,27,Day
C26,YARD,1,Day
C38,PARKING LOT/GARAGE(NON.RESID.),63,Day
C70,"SCHOOL, PRIVATE, BUILDING",6,Day
C17,COLLEGE/UNIVERSITY RESIDENCE HALL,1,Day
C6,CHA PARKING LOT/GROUNDS,1,Day
C50,GROCERY FOOD STORE,20,Day
C3,CONSTRUCTION SITE,4,Day
C34,WAREHOUSE,3,Day
C38,SIDEWALK,183,Day
C73,"SCHOOL, PUBLIC, GROUNDS",13,Day
C10,GROCERY FOOD STORE,9,Day
C69,DAY CARE CENTER,10,Day
C18,RESIDENCE PORCH/HALLWAY,8,Day
C34,LIBRARY,8,Day
C25,ALLEY,302,Day
C2,DAY CARE CENTER,5,Day
C13,HOTEL/MOTEL,9,Day
C15,"SCHOOL, PRIVATE, GROUNDS",3,Day
C17,MEDICAL/DENTAL OFFICE,1,Day
C6,RESIDENCE-GARAGE,107,Day
C20,OTHER,36,Day
C42,CAR WASH,1,Day
C57,MEDICAL/DENTAL OFFICE,1,Day
C26,PORCH,1,Day
C19,ANIMAL HOSPITAL,1,Day
C40,PARK PROPERTY,23,Day
C42,CTA PLATFORM,6,Day
C46,RESIDENTIAL YARD (FRONT/BACK),77,Day
C45,ATM (AUTOMATIC TELLER MACHINE),1,Day
C56,AIRPORT PARKING LOT,15,Day
C29,VACANT LOT/LAND,69,Day
C44,CONVENIENCE STORE,45,Day
C23,APARTMENT,719,Day
C77,SMALL RETAIL STORE,73,Day
C57,VEHICLE - OTHER RIDE SERVICE,2,Day
C19,CTA PLATFORM,1,Day
C30,CTA STATION,2,Day
C67,CTA GARAGE / OTHER PROPERTY,6,Day
C28,PARKING LOT,1,Day
C31,AUTO,1,Day
C48,HOSPITAL BUILDING/GROUNDS,12,Day
C48,GAS STATION,5,Day
C42,DEPARTMENT STORE,3,Day
C77,APARTMENT,327,Day
C23,PARK PROPERTY,27,Day
C63,DAY CARE CENTER,4,Day
C28,ATM (AUTOMATIC TELLER MACHINE),6,Day
C65,ABANDONED BUILDING,1,Day
C63,NURSING HOME/RETIREMENT HOME,2,Day
C3,CTA BUS STOP,4,Day
C27,CTA GARAGE / OTHER PROPERTY,3,Day
C77,PARK PROPERTY,18,Day
C51,POLICE FACILITY/VEH PARKING LOT,8,Day
C61,GOVERNMENT BUILDING/PROPERTY,6,Day
C23,OTHER COMMERCIAL TRANSPORTATION,1,Day
C77,CHA APARTMENT,2,Day
C34,COMMERCIAL / BUSINESS OFFICE,4,Day
C10,BAR OR TAVERN,1,Day
C52,PARKING LOT/GARAGE(NON.RESID.),11,Day
C40,RESIDENTIAL YARD (FRONT/BACK),38,Day
C24,CURRENCY EXCHANGE,2,Day
C12,RESIDENCE PORCH/HALLWAY,8,Day
C67,RESIDENCE-GARAGE,31,Day
C64,BAR OR TAVERN,1,Day
C41,RESIDENCE,152,Day
C17,VEHICLE NON-COMMERCIAL,8,Day
C16,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6,Day
C12,PARKING LOT/GARAGE(NON.RESID.),8,Day
C75,"SCHOOL, PUBLIC, BUILDING",63,Day
C63,TAXICAB,1,Day
C1,GAS STATION,14,Day
C25,AUTO,4,Day
C53,GROCERY FOOD STORE,15,Day
C77,VEHICLE NON-COMMERCIAL,10,Day
C3,GOVERNMENT BUILDING/PROPERTY,8,Day
C25,VEHICLE - DELIVERY TRUCK,1,Day
C49,RESIDENTIAL YARD (FRONT/BACK),140,Day
C73,GROCERY FOOD STORE,49,Day
C44,APPLIANCE STORE,10,Day
C77,OTHER,113,Day
C42,DRIVEWAY - RESIDENTIAL,3,Day
C71,SPORTS ARENA/STADIUM,2,Day
C9,RESIDENCE-GARAGE,4,Day
C16,"SCHOOL, PUBLIC, GROUNDS",10,Day
C70,CONVENIENCE STORE,10,Day
C61,STREET,711,Day
C54,TAVERN/LIQUOR STORE,1,Day
C5,TAXICAB,1,Day
C7,BANK,30,Day
C45,CTA PLATFORM,1,Day
C63,APARTMENT,133,Day
C26,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",1,Day
C56,BARBERSHOP,1,Day
C70,CTA STATION,2,Day
C38,RESTAURANT,25,Day
C55,RESIDENCE,155,Day
C37,APARTMENT,43,Day
C41,CTA BUS STOP,2,Day
C17,OTHER,42,Day
C2,RESIDENTIAL YARD (FRONT/BACK),58,Day
C1,ATM (AUTOMATIC TELLER MACHINE),3,Day
C37,PARK PROPERTY,3,Day
C60,COMMERCIAL / BUSINESS OFFICE,7,Day
C21,GOVERNMENT BUILDING/PROPERTY,1,Day
C17,COLLEGE/UNIVERSITY GROUNDS,2,Day
C69,VEHICLE-COMMERCIAL,3,Day
C67,GROCERY FOOD STORE,50,Day
C22,BARBERSHOP,2,Day
C74,COMMERCIAL / BUSINESS OFFICE,3,Day
C21,COIN OPERATED MACHINE,1,Day
C3,STREET,402,Day
C57,SMALL RETAIL STORE,18,Day
C27,RESIDENCE-GARAGE,12,Day
C64,CONVENIENCE STORE,3,Day
C60,BRIDGE,1,Day
C10,CTA STATION,5,Day
C58,RESTAURANT,13,Day
C28,HOSPITAL BUILDING/GROUNDS,104,Day
C28,GAS STATION,78,Day
C23,TAXICAB,2,Day
C57,APARTMENT,22,Day
C68,GAS STATION,96,Day
C43,DAY CARE CENTER,11,Day
C75,CEMETARY,1,Day
C66,SIDEWALK,327,Day
C5,PARK PROPERTY,10,Day
C8,DRUG STORE,54,Day
C31,MEDICAL/DENTAL OFFICE,1,Day
C2,COMMERCIAL / BUSINESS OFFICE,12,Day
C20,RESIDENTIAL YARD (FRONT/BACK),35,Day
C43,"SCHOOL, PRIVATE, GROUNDS",1,Day
C5,OTHER COMMERCIAL TRANSPORTATION,2,Day
C45,MEDICAL/DENTAL OFFICE,2,Day
C70,CAR WASH,1,Day
C60,RESIDENTIAL YARD (FRONT/BACK),19,Day
C44,BAR OR TAVERN,1,Day
C21,RESIDENCE,258,Day
C31,SPORTS ARENA/STADIUM,2,Day
C27,CTA TRAIN,30,Day
C55,"SCHOOL, PUBLIC, BUILDING",1,Day
C58,CURRENCY EXCHANGE,4,Day
C37,VEHICLE NON-COMMERCIAL,13,Day
C40,VACANT LOT/LAND,7,Day
C17,FOREST PRESERVE,1,Day
C33,GROCERY FOOD STORE,60,Day
C64,FACTORY/MANUFACTURING BUILDING,1,Day
C27,"SCHOOL, PRIVATE, BUILDING",12,Day
C48,ALLEY,14,Day
C66,RESIDENCE PORCH/HALLWAY,62,Day
C62,DRIVEWAY - RESIDENTIAL,1,Day
C31,CTA BUS,5,Day
C17,WAREHOUSE,1,Day
C26,DRUG STORE,1,Day
C30,CONVENIENCE STORE,16,Day
C10,CAR WASH,1,Day
C15,MOVIE HOUSE/THEATER,1,Day
C24,APPLIANCE STORE,2,Day
C13,CTA GARAGE / OTHER PROPERTY,6,Day
C63,PARK PROPERTY,23,Day
C57,OTHER,69,Day
C66,DRUG STORE,28,Day
C74,NEWSSTAND,1,Day
C69,RESIDENTIAL YARD (FRONT/BACK),88,Day
C40,VEHICLE-COMMERCIAL,2,Day
C29,JAIL / LOCK-UP FACILITY,2,Day
C22,DRIVEWAY - RESIDENTIAL,10,Day
C20,COMMERCIAL / BUSINESS OFFICE,8,Day
C7,VEHICLE - DELIVERY TRUCK,1,Day
C38,CHA HALLWAY/STAIRWELL/ELEVATOR,8,Day
C50,CONVENIENCE STORE,1,Day
C41,STREET,261,Day
C36,"SCHOOL, PUBLIC, GROUNDS",4,Day
C25,CTA PLATFORM,16,Day
C49,VACANT LOT/LAND,38,Day
C44,CONSTRUCTION SITE,2,Day
C18,RESTAURANT,3,Day
C68,HOSPITAL BUILDING/GROUNDS,46,Day
C1,HOSPITAL BUILDING/GROUNDS,2,Day
C8,RESIDENCE PORCH/HALLWAY,51,Day
C22,DEPARTMENT STORE,99,Day
C65,BANK,8,Day
C17,SMALL RETAIL STORE,25,Day
C7,MEDICAL/DENTAL OFFICE,5,Day
C17,PARK PROPERTY,13,Day
C40,COMMERCIAL / BUSINESS OFFICE,4,Day
C49,VEHICLE-COMMERCIAL,4,Day
C43,NURSING HOME/RETIREMENT HOME,18,Day
C76,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C27,CHA PARKING LOT/GROUNDS,19,Day
C30,BAR OR TAVERN,2,Day
C52,SIDEWALK,46,Day
C4,BARBERSHOP,1,Day
C44,CURRENCY EXCHANGE,17,Day
C64,CONSTRUCTION SITE,1,Day
C2,VACANT LOT/LAND,1,Day
C3,COIN OPERATED MACHINE,6,Day
C36,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C47,RESIDENCE-GARAGE,11,Day
C15,"SCHOOL, PUBLIC, BUILDING",61,Day
C67,CTA TRAIN,11,Day
C23,DAY CARE CENTER,6,Day
C43,TAXICAB,7,Day
C63,"SCHOOL, PRIVATE, GROUNDS",2,Day
C69,"SCHOOL, PUBLIC, BUILDING",85,Day
C24,FACTORY/MANUFACTURING BUILDING,3,Day
C11,POLICE FACILITY/VEH PARKING LOT,8,Day
C73,OTHER RAILROAD PROP / TRAIN DEPOT,1,Day
C77,DAY CARE CENTER,3,Day
C26,RESIDENCE PORCH/HALLWAY,62,Day
C42,LIBRARY,3,Day
C67,"SCHOOL, PRIVATE, BUILDING",5,Day
C11,MEDICAL/DENTAL OFFICE,2,Day
C76,HOTEL/MOTEL,9,Day
C57,VEHICLE NON-COMMERCIAL,8,Day
C73,ALLEY,35,Day
C25,MEDICAL/DENTAL OFFICE,7,Day
C67,SCHOOL YARD,1,Day
C65,MEDICAL/DENTAL OFFICE,1,Day
C24,BAR OR TAVERN,19,Day
C29,RESIDENTIAL YARD (FRONT/BACK),169,Day
C53,ATM (AUTOMATIC TELLER MACHINE),6,Day
C6,CONSTRUCTION SITE,9,Day
C20,VACANT LOT/LAND,1,Day
C51,CTA BUS,4,Day
C49,PORCH,1,Day
C62,BARBERSHOP,1,Day
C13,GROCERY FOOD STORE,24,Day
C60,VACANT LOT/LAND,1,Day
C76,AIRPORT PARKING LOT,45,Day
C61,RESIDENCE,586,Day
C28,ALLEY,57,Day
C43,APARTMENT,1591,Day
C10,CONVENIENCE STORE,2,Day
C35,RESIDENCE,208,Day
C9,"SCHOOL, PRIVATE, BUILDING",1,Day
C62,DEPARTMENT STORE,7,Day
C31,ABANDONED BUILDING,4,Day
C37,OTHER,19,Day
C43,PARK PROPERTY,28,Day
C21,CTA BUS STOP,5,Day
C46,DRUG STORE,27,Day
C57,PARK PROPERTY,6,Day
C59,CTA PLATFORM,4,Day
C12,SIDEWALK,9,Day
C77,COLLEGE/UNIVERSITY GROUNDS,1,Day
C71,POLICE FACILITY/VEH PARKING LOT,33,Day
C43,OTHER COMMERCIAL TRANSPORTATION,2,Day
C54,COMMERCIAL / BUSINESS OFFICE,4,Day
C25,BANK,16,Day
C72,PARKING LOT/GARAGE(NON.RESID.),33,Day
C24,CONSTRUCTION SITE,25,Day
C69,VACANT LOT/LAND,23,Day
C37,SMALL RETAIL STORE,17,Day
C74,ATHLETIC CLUB,1,Day
C7,CTA PLATFORM,10,Day
C3,RESIDENCE,308,Day
C32,LAKEFRONT/WATERFRONT/RIVERBANK,7,Day
C32,PARKING LOT/GARAGE(NON.RESID.),382,Day
C45,BANK,5,Day
C72,SIDEWALK,18,Day
C19,CONVENIENCE STORE,16,Day
C4,DEPARTMENT STORE,6,Day
C29,VEHICLE-COMMERCIAL,5,Day
C23,NURSING HOME/RETIREMENT HOME,6,Day
C56,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,Day
C32,SIDEWALK,549,Day
